"surface","scope","file","line","object","occurrence_in_line","matched_text","variant","category","canonical_meaning","direct_M_shift","context"
"appendix-module","baseline","03_internal_external_technologies.tex","36","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","F_{I,m}(m,k_i)>0,\quad F_{I,k}(m,k_i)<0"
"appendix-module","baseline","03_internal_external_technologies.tex","36","k_i","2","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","F_{I,m}(m,k_i)>0,\quad F_{I,k}(m,k_i)<0"
"appendix-module","baseline","03_internal_external_technologies.tex","36","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","F_{I,m}(m,k_i)>0,\quad F_{I,k}(m,k_i)<0"
"appendix-module","baseline","03_internal_external_technologies.tex","36","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","F_{I,m}(m,k_i)>0,\quad F_{I,k}(m,k_i)<0"
"appendix-module","baseline","03_internal_external_technologies.tex","36","m","3","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","F_{I,m}(m,k_i)>0,\quad F_{I,k}(m,k_i)<0"
"appendix-module","baseline","03_internal_external_technologies.tex","37","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","\quad\text{if }k_i\geq\underline{k}(m),\\"
"appendix-module","baseline","03_internal_external_technologies.tex","37","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\quad\text{if }k_i\geq\underline{k}(m),\\"
"appendix-module","baseline","03_internal_external_technologies.tex","38","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","F_I(m,k_i)=+\infty"
"appendix-module","baseline","03_internal_external_technologies.tex","38","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","F_I(m,k_i)=+\infty"
"appendix-module","baseline","03_internal_external_technologies.tex","39","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","\quad\text{if }k_i<\underline{k}(m)."
"appendix-module","baseline","03_internal_external_technologies.tex","39","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\quad\text{if }k_i<\underline{k}(m)."
"appendix-module","baseline","03_internal_external_technologies.tex","53","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","c_E(m)>0,"
"appendix-module","baseline","03_internal_external_technologies.tex","57","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","developer's internal capability \(k_i\): manufacturing is performed by the"
"appendix-module","baseline","03_internal_external_technologies.tex","62","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","b(m)>0,"
"appendix-module","baseline","03_internal_external_technologies.tex","63","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\qquad b'(m)>0,"
"appendix-module","baseline","03_internal_external_technologies.tex","66","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","units of qualified manufacturing-service capacity. The object \(b(m)\) is a"
"appendix-module","baseline","03_internal_external_technologies.tex","72","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","F_E(m)\geq0,"
"appendix-module","baseline","03_internal_external_technologies.tex","83","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","The accounting roles are distinct. The technological marginal cost \(c_E(m)\)"
"appendix-module","baseline","03_internal_external_technologies.tex","85","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","monetary capacity payment \(p_m b(m)\), the readiness cost \(F_E(m)\), the"
"appendix-module","baseline","03_internal_external_technologies.tex","85","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","monetary capacity payment \(p_m b(m)\), the readiness cost \(F_E(m)\), the"
"appendix-module","baseline","03_internal_external_technologies.tex","85","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","monetary capacity payment \(p_m b(m)\), the readiness cost \(F_E(m)\), the"
"appendix-module","baseline","03_internal_external_technologies.tex","86","M","1","M","M","primitive parameter","binary institutional regime","policy object","holder burden \(\mu_E\), and the institutional barrier \(\tau_E(M)\) are not"
"appendix-module","baseline","03_internal_external_technologies.tex","86","tau_E","1","\tau_E(M)","\tau_E(M)","primitive parameter","institutional barrier on retained entrusted route E","yes, through M only","holder burden \(\mu_E\), and the institutional barrier \(\tau_E(M)\) are not"
"appendix-module","baseline","03_internal_external_technologies.tex","87","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","embedded in \(c_E(m)\). Each can therefore enter a later route value at most"
"appendix-module","baseline","03_internal_external_technologies.tex","96","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","its own capability \(k_i\);"
"appendix-module","baseline","03_internal_external_technologies.tex","105","M","1","M","M","primitive parameter","binary institutional regime","policy object","M\in\{0,1\},"
"appendix-module","baseline","03_internal_external_technologies.tex","107","tau_E","1","\tau_E","\tau_E","primitive parameter","institutional barrier on retained entrusted route E","yes, through M only","\tau_E(0)=+\infty,"
"appendix-module","baseline","03_internal_external_technologies.tex","109","tau_E","1","\tau_E","\tau_E","primitive parameter","institutional barrier on retained entrusted route E","yes, through M only","\tau_E(1)=\bar\tau_E<+\infty."
"appendix-module","baseline","03_internal_external_technologies.tex","109","tau_E","2","\tau_E","\tau_E","primitive parameter","institutional barrier on retained entrusted route E","yes, through M only","\tau_E(1)=\bar\tau_E<+\infty."
"appendix-module","baseline","03_internal_external_technologies.tex","113","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\(b\), \(F_E\), \(\mu_E\), \(a_i\), \(k_i\), \(q\), \(m\), \(s(q)\), or"
"appendix-module","baseline","03_internal_external_technologies.tex","113","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","\(b\), \(F_E\), \(\mu_E\), \(a_i\), \(k_i\), \(q\), \(m\), \(s(q)\), or"
"appendix-module","baseline","03_internal_external_technologies.tex","113","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\(b\), \(F_E\), \(\mu_E\), \(a_i\), \(k_i\), \(q\), \(m\), \(s(q)\), or"
"appendix-module","baseline","03_internal_external_technologies.tex","113","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","\(b\), \(F_E\), \(\mu_E\), \(a_i\), \(k_i\), \(q\), \(m\), \(s(q)\), or"
"appendix-module","baseline","03_internal_external_technologies.tex","113","q","2","q","q","exogenous project characteristic","commercial/scientific value shifter","no","\(b\), \(F_E\), \(\mu_E\), \(a_i\), \(k_i\), \(q\), \(m\), \(s(q)\), or"
"appendix-module","baseline","03_internal_external_technologies.tex","113","s(q)","1","s(q)","s(q)","primitive parameter/function","exogenous downstream realization probability","no","\(b\), \(F_E\), \(\mu_E\), \(a_i\), \(k_i\), \(q\), \(m\), \(s(q)\), or"
"appendix-module","baseline","03_internal_external_technologies.tex","114","p_m","1","p_m^*","equilibrium-starred","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\(s_g(q)\). In particular, Phase~3 does not posit a fall in \(p_m^*\) or an"
"appendix-module","baseline","03_internal_external_technologies.tex","114","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","\(s_g(q)\). In particular, Phase~3 does not posit a fall in \(p_m^*\) or an"
"appendix-module","baseline","03_internal_external_technologies.tex","114","s(q)","1","s_g(q)","s_g(q)","primitive parameter/function","exogenous downstream realization probability","no","\(s_g(q)\). In particular, Phase~3 does not posit a fall in \(p_m^*\) or an"
"appendix-module","baseline","03_internal_external_technologies.tex","133","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","\(C^I(k_i)\) &"
"appendix-module","baseline","03_internal_external_technologies.tex","135","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","\(c_I(m,k_i)\) and \(F_I(m,k_i)\). \\"
"appendix-module","baseline","03_internal_external_technologies.tex","135","k_i","2","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","\(c_I(m,k_i)\) and \(F_I(m,k_i)\). \\"
"appendix-module","baseline","03_internal_external_technologies.tex","135","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\(c_I(m,k_i)\) and \(F_I(m,k_i)\). \\"
"appendix-module","baseline","03_internal_external_technologies.tex","135","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\(c_I(m,k_i)\) and \(F_I(m,k_i)\). \\"
"appendix-module","baseline","03_internal_external_technologies.tex","138","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","by \(F_I(m,k_i)=+\infty\) below \(\underline{k}(m)\). \\"
"appendix-module","baseline","03_internal_external_technologies.tex","138","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","by \(F_I(m,k_i)=+\infty\) below \(\underline{k}(m)\). \\"
"appendix-module","baseline","03_internal_external_technologies.tex","138","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","by \(F_I(m,k_i)=+\infty\) below \(\underline{k}(m)\). \\"
"appendix-module","baseline","03_internal_external_technologies.tex","140","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","Delete as a reduced-form return; Phase~2 provides \(R(q,c)\) and the"
"appendix-module","baseline","03_internal_external_technologies.tex","141","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","external technology supplies \(c_E(m)\). Route-value assembly is"
"appendix-module","baseline","03_internal_external_technologies.tex","144","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","Delete from the baseline; project requirement \(m\), qualified-external"
